"","x"
"6182","GFPT2"
"6183","GFRA1"
"6184","GFRA2"
"6185","GFRA3"
"6186","GFRA4"
"6187","GFRAL"
"6188","GFY"
"6189","GGA1"
"6190","GGA2"
"6191","GGA3"
"6192","GGACT"
"6193","GGCT"
"6194","GGCX"
"6195","GGH"
"6196","GGN"
"6197","GGNBP2"
"6198","GGPS1"
"6199","GGT1"
"6200","GGT2"
"6201","GGT5"
"6202","GGT6"
"6203","GGT7"
"6204","GGTLC1"
"6205","GGTLC2"
"6206","GGTLC3"
"6207","GH1"
"6208","GH2"
"6209","GHDC"
"6210","GHITM"
"6211","GHR"
"6212","GHRH"
"6213","GHRHR"
"6214","GHRL"
"6215","GHSR"
"6216","GID4"
"6217","GID8"
"6218","GIGYF1"
"6219","GIGYF2"
"6220","GIMAP1"
"6221","GIMAP1-GIMAP5"
"6222","GIMAP2"
"6223","GIMAP4"
"6224","GIMAP5"
"6225","GIMAP6"
"6226","GIMAP7"
"6227","GIMAP8"
"6228","GIMD1"
"6229","GIN1"
"6230","GINM1"
"6231","GINS1"
"6232","GINS2"
"6233","GINS3"
"6234","GINS4"
"6235","GIP"
"6236","GIPC1"
"6237","GIPC2"
"6238","GIPC3"
"6239","GIPR"
"6240","GIT1"
"6241","GIT2"
"6242","GJA1"
"6243","GJA10"
"6244","GJA3"
"6245","GJA4"
"6246","GJA5"
"6247","GJA8"
"6248","GJA9"
"6249","GJB1"
"6250","GJB2"
"6251","GJB3"
"6252","GJB4"
"6253","GJB5"
"6254","GJB6"
"6255","GJB7"
"6256","GJC1"
"6257","GJC2"
"6258","GJC3"
"6259","GJD2"
"6260","GJD3"
"6261","GJD4"
"6262","GJE1"
"6263","GK"
"6264","GK2"
"6265","GK3P"
"6266","GK5"
"6267","GKAP1"
"6268","GKN1"
"6269","GKN2"
"6270","GLA"
"6271","GLB1"
"6272","GLB1L"
"6273","GLB1L2"
"6274","GLB1L3"
"6275","GLCCI1"
"6276","GLCE"
"6277","GLDC"
"6278","GLDN"
"6279","GLE1"
"6280","GLG1"
"6281","GLI1"
"6282","GLI2"
"6283","GLI3"
"6284","GLI4"
"6285","GLIPR1"
"6286","GLIPR1L1"
"6287","GLIPR1L2"
"6288","GLIPR2"
"6289","GLIS1"
"6290","GLIS2"
"6291","GLIS3"
"6292","GLMN"
"6293","GLMP"
"6294","GLO1"
"6295","GLOD4"
"6296","GLOD5"
"6297","GLP1R"
"6298","GLP2R"
"6299","GLRA1"
"6300","GLRA2"
"6301","GLRA3"
"6302","GLRA4"
"6303","GLRB"
"6304","GLRX"
"6305","GLRX2"
"6306","GLRX3"
"6307","GLRX5"
"6308","GLS"
"6309","GLS2"
"6310","GLT1D1"
"6311","GLT6D1"
"6312","GLT8D1"
"6313","GLT8D2"
"6314","GLTP"
"6315","GLTPD2"
"6316","GLUD1"
"6317","GLUD2"
"6318","GLUL"
"6319","GLYAT"
"6320","GLYATL1"
"6321","GLYATL1B"
"6322","GLYATL2"
"6323","GLYATL3"
"6324","GLYCTK"
"6325","GLYR1"
"6326","GM2A"
"6327","GMCL1"
"6328","GMCL2"
"6329","GMDS"
"6330","GMEB1"
"6331","GMEB2"
"6332","GMFB"
"6333","GMFG"
"6334","GMIP"
"6335","GML"
"6336","GMNC"
"6337","GMNN"
"6338","GMPPA"
"6339","GMPPB"
"6340","GMPR"
"6341","GMPR2"
"6342","GMPS"
"6343","GNA11"
"6344","GNA12"
"6345","GNA13"
"6346","GNA14"
"6347","GNA15"
"6348","GNAI1"
"6349","GNAI2"
"6350","GNAI3"
"6351","GNAL"
"6352","GNAO1"
"6353","GNAQ"
"6354","GNAS"
"6355","GNAT1"
"6356","GNAT2"
"6357","GNAT3"
"6358","GNAZ"
"6359","GNB1"
"6360","GNB1L"
"6361","GNB2"
"6362","GNB3"
"6363","GNB4"
"6364","GNB5"
"6365","GNE"
"6366","GNG10"
"6367","GNG11"
"6368","GNG12"
"6369","GNG13"
"6370","GNG14"
"6371","GNG2"
"6372","GNG3"
"6373","GNG4"
"6374","GNG5"
"6375","GNG7"
"6376","GNGT1"
"6377","GNGT2"
"6378","GNL1"
"6379","GNL2"
"6380","GNL3"
"6381","GNL3L"
"6382","GNLY"
"6383","GNMT"
"6384","GNPAT"
"6385","GNPDA1"
"6386","GNPDA2"
"6387","GNPNAT1"
"6388","GNPTAB"
"6389","GNPTG"
"6390","GNRH1"
"6391","GNRH2"
"6392","GNRHR"
"6393","GNS"
"6394","GOLGA1"
"6395","GOLGA2"
"6396","GOLGA3"
"6397","GOLGA4"
"6398","GOLGA5"
"6399","GOLGA6A"
"6400","GOLGA6B"
"6401","GOLGA6C"
"6402","GOLGA6D"
"6403","GOLGA6L1"
"6404","GOLGA6L10"
"6405","GOLGA6L2"
"6406","GOLGA6L22"
"6407","GOLGA6L4"
"6408","GOLGA6L6"
"6409","GOLGA6L7"
"6410","GOLGA6L9"
"6411","GOLGA7"
"6412","GOLGA7B"
"6413","GOLGA8A"
"6414","GOLGA8B"
"6415","GOLGA8F"
"6416","GOLGA8G"
"6417","GOLGA8H"
"6418","GOLGA8J"
"6419","GOLGA8K"
"6420","GOLGA8M"
"6421","GOLGA8N"
"6422","GOLGA8O"
"6423","GOLGA8Q"
"6424","GOLGA8R"
"6425","GOLGA8S"
"6426","GOLGA8T"
"6427","GOLGB1"
"6428","GOLIM4"
"6429","GOLM1"
"6430","GOLPH3"
"6431","GOLPH3L"
"6432","GOLT1A"
"6433","GOLT1B"
"6434","GON4L"
"6435","GON7"
"6436","GOPC"
"6437","GORAB"
"6438","GORASP1"
"6439","GORASP2"
"6440","GOSR1"
"6441","GOSR2"
"6442","GOT1"
"6443","GOT1L1"
"6444","GOT2"
"6445","GP1BA"
"6446","GP1BB"
"6447","GP2"
"6448","GP5"
"6449","GP6"
"6450","GP9"
"6451","GPA33"
"6452","GPAA1"
"6453","GPALPP1"
"6454","GPAM"
"6455","GPANK1"
"6456","GPAT2"
"6457","GPAT3"
"6458","GPAT4"
"6459","GPATCH1"
"6460","GPATCH11"
"6461","GPATCH2"
"6462","GPATCH2L"
"6463","GPATCH3"
"6464","GPATCH4"
"6465","GPATCH8"
"6466","GPBAR1"
"6467","GPBP1"
"6468","GPBP1L1"
"6469","GPC1"
"6470","GPC2"
"6471","GPC3"
"6472","GPC4"
"6473","GPC5"
"6474","GPC6"
"6475","GPCPD1"
"6476","GPD1"
"6477","GPD1L"
"6478","GPD2"
"6479","GPER1"
"6480","GPHA2"
"6481","GPHB5"
"6482","GPHN"
"6483","GPI"
"6484","GPIHBP1"
"6485","GPKOW"
"6486","GPLD1"
"6487","GPM6A"
"6488","GPM6B"
"6489","GPN1"
"6490","GPN2"
"6491","GPN3"
"6492","GPNMB"
"6493","GPR1"
"6494","GPR101"
"6495","GPR107"
"6496","GPR108"
"6497","GPR119"
"6498","GPR12"
"6499","GPR132"
"6500","GPR135"
"6501","GPR137"
"6502","GPR137B"
"6503","GPR137C"
"6504","GPR139"
"6505","GPR141"
"6506","GPR142"
"6507","GPR143"
"6508","GPR146"
"6509","GPR148"
"6510","GPR149"
"6511","GPR15"
"6512","GPR150"
"6513","GPR151"
"6514","GPR152"
"6515","GPR153"
"6516","GPR155"
"6517","GPR156"
"6518","GPR157"
"6519","GPR158"
"6520","GPR160"
"6521","GPR161"
"6522","GPR162"
"6523","GPR17"
"6524","GPR171"
"6525","GPR173"
"6526","GPR174"
"6527","GPR176"
"6528","GPR179"
"6529","GPR18"
"6530","GPR180"
"6531","GPR182"
"6532","GPR183"
"6533","GPR19"
"6534","GPR20"
"6535","GPR21"
"6536","GPR22"
"6537","GPR25"
"6538","GPR26"
"6539","GPR27"
"6540","GPR3"
"6541","GPR31"
"6542","GPR32"
"6543","GPR33"
"6544","GPR34"
"6545","GPR35"
"6546","GPR37"
"6547","GPR37L1"
"6548","GPR39"
"6549","GPR4"
"6550","GPR42"
"6551","GPR45"
"6552","GPR50"
"6553","GPR52"
"6554","GPR55"
"6555","GPR6"
"6556","GPR61"
"6557","GPR62"
"6558","GPR63"
"6559","GPR65"
"6560","GPR68"
"6561","GPR75"
"6562","GPR78"
"6563","GPR82"
"6564","GPR83"
"6565","GPR84"
"6566","GPR85"
"6567","GPR87"
"6568","GPR88"
"6569","GPR89A"
"6570","GPR89B"
"6571","GPRASP1"
"6572","GPRASP2"
"6573","GPRC5A"
"6574","GPRC5B"
"6575","GPRC5C"
"6576","GPRC5D"
"6577","GPRC6A"
"6578","GPRIN1"
"6579","GPRIN2"
"6580","GPRIN3"
"6581","GPS1"
"6582","GPS2"
"6583","GPSM1"
"6584","GPSM2"
"6585","GPSM3"
"6586","GPT"
"6587","GPT2"
"6588","GPX1"
"6589","GPX2"
"6590","GPX3"
"6591","GPX4"
"6592","GPX5"
"6593","GPX6"
"6594","GPX7"
"6595","GPX8"
"6596","GRAMD1A"
"6597","GRAMD1B"
"6598","GRAMD1C"
"6599","GRAMD2A"
"6600","GRAMD2B"
"6601","GRAMD4"
"6602","GRAP"
"6603","GRAP2"
"6604","GRAPL"
"6605","GRASP"
"6606","GRB10"
"6607","GRB14"
"6608","GRB2"
"6609","GRB7"
"6610","GREB1"
"6611","GREB1L"
"6612","GREM1"
"6613","GREM2"
"6614","GRHL1"
"6615","GRHL2"
"6616","GRHL3"
"6617","GRHPR"
"6618","GRIA1"
"6619","GRIA2"
"6620","GRIA3"
"6621","GRIA4"
"6622","GRID1"
"6623","GRID2"
"6624","GRID2IP"
"6625","GRIFIN"
"6626","GRIK1"
"6627","GRIK2"
"6628","GRIK3"
"6629","GRIK4"
"6630","GRIK5"
"6631","GRIN1"
"6632","GRIN2A"
"6633","GRIN2B"
"6634","GRIN2C"
"6635","GRIN2D"
"6636","GRIN3A"
"6637","GRIN3B"
"6638","GRINA"
"6639","GRIP1"
"6640","GRIP2"
"6641","GRIPAP1"
"6642","GRK1"
"6643","GRK2"
"6644","GRK3"
"6645","GRK4"
"6646","GRK5"
"6647","GRK6"
"6648","GRK7"
"6649","GRM1"
"6650","GRM2"
"6651","GRM3"
"6652","GRM4"
"6653","GRM5"
"6654","GRM6"
"6655","GRM7"
"6656","GRM8"
"6657","GRN"
"6658","GRP"
"6659","GRPEL1"
"6660","GRPEL2"
"6661","GRPR"
"6662","GRSF1"
"6663","GRTP1"
"6664","GRWD1"
"6665","GRXCR1"
"6666","GRXCR2"
"6667","GSAP"
"6668","GSC"
"6669","GSC2"
"6670","GSDMA"
"6671","GSDMB"
"6672","GSDMC"
"6673","GSDMD"
"6674","GSDME"
"6675","GSE1"
"6676","GSG1"
"6677","GSG1L"
"6678","GSG1L2"
"6679","GSK3A"
"6680","GSK3B"
"6681","GSKIP"
"6682","GSN"
"6683","GSPT1"
"6684","GSPT2"
"6685","GSR"
"6686","GSS"
"6687","GSTA1"
"6688","GSTA2"
"6689","GSTA3"
"6690","GSTA4"
"6691","GSTA5"
"6692","GSTCD"
"6693","GSTK1"
"6694","GSTM1"
"6695","GSTM2"
"6696","GSTM3"
"6697","GSTM4"
"6698","GSTM5"
"6699","GSTO1"
"6700","GSTO2"
"6701","GSTP1"
"6702","GSTT2"
"6703","GSTT2B"
"6704","GSTT4"
"6705","GSTZ1"
"6706","GSX1"
"6707","GSX2"
"6708","GTDC1"
"6709","GTF2A1"
"6710","GTF2A1L"
"6711","GTF2A2"
"6712","GTF2B"
"6713","GTF2E1"
"6714","GTF2E2"
"6715","GTF2F1"
"6716","GTF2F2"
"6717","GTF2H1"
"6718","GTF2H2"
"6719","GTF2H2C"
"6720","GTF2H3"
"6721","GTF2H4"
"6722","GTF2H5"
"6723","GTF2I"
"6724","GTF2IRD1"
"6725","GTF2IRD2"
"6726","GTF2IRD2B"
"6727","GTF3A"
"6728","GTF3C1"
"6729","GTF3C2"
"6730","GTF3C3"
"6731","GTF3C4"
"6732","GTF3C5"
"6733","GTF3C6"
"6734","GTPBP1"
"6735","GTPBP10"
"6736","GTPBP2"
"6737","GTPBP3"
"6738","GTPBP4"
"6739","GTPBP6"
"6740","GTPBP8"
"6741","GTSE1"
"6742","GTSF1"
"6743","GTSF1L"
"6744","GUCA1A"
"6745","GUCA1B"
"6746","GUCA1C"
"6747","GUCA2A"
"6748","GUCA2B"
"6749","GUCD1"
"6750","GUCY1A1"
"6751","GUCY1A2"
"6752","GUCY1B1"
"6753","GUCY2C"
"6754","GUCY2D"
"6755","GUCY2F"
"6756","GUF1"
"6757","GUK1"
"6758","GULP1"
"6759","GUSB"
"6760","GVQW2"
"6761","GVQW3"
"6762","GXYLT1"
"6763","GXYLT2"
"6764","GYG1"
"6765","GYG2"
"6766","GYPA"
"6767","GYPB"
"6768","GYPC"
"6769","GYPE"
"6770","GYS1"
"6771","GYS2"
"6772","GZF1"
"6773","GZMA"
"6774","GZMB"
"6775","GZMH"
"6776","GZMK"
"6777","GZMM"
"6778","H1F0"
"6779","H1FNT"
"6780","H1FOO"
"6781","H1FX"
"6782","H2AFB1"
"6783","H2AFB2"
"6784","H2AFB3"
"6785","H2AFJ"
"6786","H2AFV"
"6787","H2AFX"
"6788","H2AFY"
"6789","H2AFY2"
"6790","H2AFZ"
"6791","H2BFM"
"6792","H2BFWT"
"6793","H3F3A"
"6794","H3F3B"
"6795","H3F3C"
"6796","H6PD"
"6797","HAAO"
"6798","HABP2"
"6799","HABP4"
"6800","HACD1"
"6801","HACD2"
"6802","HACD3"
"6803","HACD4"
"6804","HACE1"
"6805","HACL1"
"6806","HADH"
"6807","HADHA"
"6808","HADHB"
"6809","HAGH"
"6810","HAGHL"
"6811","HAL"
"6812","HAMP"
"6813","HAND1"
"6814","HAND2"
"6815","HAO1"
"6816","HAO2"
"6817","HAP1"
"6818","HAPLN1"
"6819","HAPLN2"
"6820","HAPLN3"
"6821","HAPLN4"
"6822","HARBI1"
"6823","HARS"
"6824","HARS2"
"6825","HAS1"
"6826","HAS2"
"6827","HAS3"
"6828","HASPIN"
"6829","HAT1"
"6830","HAUS1"
"6831","HAUS2"
"6832","HAUS3"
"6833","HAUS4"
"6834","HAUS5"
"6835","HAUS6"
"6836","HAUS7"
"6837","HAUS8"
"6838","HAVCR1"
"6839","HAVCR2"
"6840","HAX1"
"6841","HBA1"
"6842","HBA2"
"6843","HBB"
"6844","HBD"
"6845","HBE1"
"6846","HBEGF"
"6847","HBG1"
"6848","HBG2"
"6849","HBM"
"6850","HBP1"
"6851","HBQ1"
"6852","HBS1L"
"6853","HBZ"
"6854","HCAR1"
"6855","HCAR2"
"6856","HCAR3"
"6857","HCCS"
"6858","HCFC1"
"6859","HCFC1R1"
"6860","HCFC2"
"6861","HCK"
"6862","HCLS1"
"6863","HCN1"
"6864","HCN2"
"6865","HCN3"
"6866","HCN4"
"6867","HCRT"
"6868","HCRTR1"
"6869","HCRTR2"
"6870","HCST"
"6871","HDAC1"
"6872","HDAC10"
"6873","HDAC11"
"6874","HDAC2"
"6875","HDAC3"
"6876","HDAC4"
"6877","HDAC5"
"6878","HDAC6"
"6879","HDAC7"
"6880","HDAC8"
"6881","HDAC9"
"6882","HDC"
"6883","HDDC2"
"6884","HDDC3"
"6885","HDGF"
"6886","HDGFL1"
"6887","HDGFL2"
"6888","HDGFL3"
"6889","HDHD2"
"6890","HDHD3"
"6891","HDHD5"
"6892","HDLBP"
"6893","HDX"
"6894","HEATR1"
"6895","HEATR3"
"6896","HEATR4"
"6897","HEATR5A"
"6898","HEATR5B"
"6899","HEATR6"
"6900","HEATR9"
"6901","HEBP1"
"6902","HEBP2"
"6903","HECA"
"6904","HECTD1"
"6905","HECTD2"
"6906","HECTD3"
"6907","HECTD4"
"6908","HECW1"
"6909","HECW2"
"6910","HEG1"
"6911","HELB"
"6912","HELLS"
"6913","HELQ"
"6914","HELT"
"6915","HELZ"
"6916","HELZ2"
"6917","HEMGN"
"6918","HEMK1"
"6919","HENMT1"
"6920","HEPACAM"
"6921","HEPACAM2"
"6922","HEPH"
"6923","HEPHL1"
"6924","HEPN1"
"6925","HERC1"
"6926","HERC2"
"6927","HERC3"
"6928","HERC4"
"6929","HERC5"
"6930","HERC6"
"6931","HERPUD1"
"6932","HERPUD2"
"6933","HES1"
"6934","HES2"
"6935","HES3"
"6936","HES4"
"6937","HES5"
"6938","HES6"
"6939","HES7"
"6940","HESX1"
"6941","HEXA"
"6942","HEXB"
"6943","HEXIM1"
"6944","HEXIM2"
"6945","HEY1"
"6946","HEY2"
"6947","HEYL"
"6948","HFE"
"6949","HFM1"
"6950","HGD"
"6951","HGF"
"6952","HGFAC"
"6953","HGH1"
"6954","HGS"
"6955","HGSNAT"
"6956","HHAT"
"6957","HHATL"
"6958","HHEX"
"6959","HHIP"
"6960","HHIPL1"
"6961","HHIPL2"
"6962","HHLA1"
"6963","HHLA2"
"6964","HHLA3"
"6965","HIBADH"
"6966","HIBCH"
"6967","HIC1"
"6968","HIC2"
"6969","HID1"
"6970","HIF1A"
"6971","HIF1AN"
"6972","HIF3A"
"6973","HIGD1A"
"6974","HIGD1B"
"6975","HIGD1C"
"6976","HIGD2A"
"6977","HIGD2B"
"6978","HIKESHI"
"6979","HILPDA"
"6980","HINFP"
"6981","HINT1"
"6982","HINT2"
"6983","HINT3"
"6984","HIP1"
"6985","HIP1R"
"6986","HIPK1"
"6987","HIPK2"
"6988","HIPK3"
"6989","HIPK4"
"6990","HIRA"
"6991","HIRIP3"
"6992","HIST1H1A"
"6993","HIST1H1B"
"6994","HIST1H1C"
"6995","HIST1H1D"
"6996","HIST1H1E"
"6997","HIST1H1T"
"6998","HIST1H2AA"
"6999","HIST1H2AB"
"7000","HIST1H2AC"
"7001","HIST1H2AD"
"7002","HIST1H2AE"
"7003","HIST1H2AG"
"7004","HIST1H2AH"
"7005","HIST1H2AI"
"7006","HIST1H2AJ"
"7007","HIST1H2AK"
"7008","HIST1H2AL"
"7009","HIST1H2AM"
"7010","HIST1H2BA"
"7011","HIST1H2BB"
"7012","HIST1H2BC"
"7013","HIST1H2BD"
"7014","HIST1H2BE"
"7015","HIST1H2BF"
"7016","HIST1H2BG"
"7017","HIST1H2BH"
"7018","HIST1H2BI"
"7019","HIST1H2BJ"
"7020","HIST1H2BK"
"7021","HIST1H2BL"
"7022","HIST1H2BM"
"7023","HIST1H2BN"
"7024","HIST1H2BO"
"7025","HIST1H3A"
"7026","HIST1H3B"
"7027","HIST1H3C"
"7028","HIST1H3D"
"7029","HIST1H3E"
"7030","HIST1H3F"
"7031","HIST1H3G"
"7032","HIST1H3H"
"7033","HIST1H3I"
"7034","HIST1H3J"
"7035","HIST1H4A"
"7036","HIST1H4B"
"7037","HIST1H4C"
"7038","HIST1H4D"
"7039","HIST1H4E"
"7040","HIST1H4F"
"7041","HIST1H4G"
"7042","HIST1H4H"
"7043","HIST1H4I"
"7044","HIST1H4J"
"7045","HIST1H4K"
"7046","HIST1H4L"
"7047","HIST2H2AA3"
"7048","HIST2H2AA4"
"7049","HIST2H2AB"
"7050","HIST2H2AC"
"7051","HIST2H2BE"
"7052","HIST2H2BF"
"7053","HIST2H3C"
"7054","HIST2H3D"
"7055","HIST2H4A"
"7056","HIST2H4B"
"7057","HIST3H2A"
"7058","HIST3H2BB"
"7059","HIST3H3"
"7060","HIST4H4"
"7061","HIVEP1"
"7062","HIVEP2"
"7063","HIVEP3"
"7064","HJURP"
"7065","HJV"
"7066","HK1"
"7067","HK2"
"7068","HK3"
"7069","HKDC1"
"7070","HLA-A"
"7071","HLA-B"
"7072","HLA-C"
"7073","HLA-DMA"
"7074","HLA-DMB"
"7075","HLA-DOA"
"7076","HLA-DOB"
"7077","HLA-DPA1"
"7078","HLA-DPB1"
"7079","HLA-DQA1"
"7080","HLA-DQA2"
"7081","HLA-DQB1"
"7082","HLA-DQB2"
"7083","HLA-DRA"
"7084","HLA-DRB1"
"7085","HLA-DRB5"
"7086","HLA-E"
"7087","HLA-F"
"7088","HLA-G"
"7089","HLCS"
"7090","HLF"
"7091","HLTF"
"7092","HLX"
"7093","HM13"
"7094","HMBOX1"
"7095","HMBS"
"7096","HMCES"
"7097","HMCN1"
"7098","HMCN2"
"7099","HMG20A"
"7100","HMG20B"
"7101","HMGA1"
"7102","HMGA2"
"7103","HMGB1"
"7104","HMGB2"
"7105","HMGB3"
"7106","HMGB4"
"7107","HMGCL"
"7108","HMGCLL1"
"7109","HMGCR"
"7110","HMGCS1"
"7111","HMGCS2"
"7112","HMGN1"
"7113","HMGN2"
"7114","HMGN3"
"7115","HMGN4"
"7116","HMGN5"
"7117","HMGXB3"
"7118","HMGXB4"
"7119","HMHB1"
"7120","HMMR"
"7121","HMOX1"
"7122","HMOX2"
"7123","HMSD"
"7124","HMX1"
"7125","HMX2"
"7126","HMX3"
"7127","HNF1A"
"7128","HNF1B"
"7129","HNF4A"
"7130","HNF4G"
"7131","HNMT"
"7132","HNRNPA0"
"7133","HNRNPA1"
"7134","HNRNPA1L2"
"7135","HNRNPA1P48"
"7136","HNRNPA2B1"
"7137","HNRNPA3"
"7138","HNRNPAB"
"7139","HNRNPC"
"7140","HNRNPCL1"
"7141","HNRNPCL2"
"7142","HNRNPCL3"
"7143","HNRNPCL4"
"7144","HNRNPD"
"7145","HNRNPDL"
"7146","HNRNPF"
"7147","HNRNPH1"
"7148","HNRNPH2"
"7149","HNRNPH3"
"7150","HNRNPK"
"7151","HNRNPL"
"7152","HNRNPLL"
"7153","HNRNPM"
"7154","HNRNPR"
"7155","HNRNPU"
"7156","HNRNPUL1"
"7157","HNRNPUL2"
"7158","HOGA1"
"7159","HOMER1"
"7160","HOMER2"
"7161","HOMER3"
"7162","HOMEZ"
"7163","HOOK1"
"7164","HOOK2"
"7165","HOOK3"
"7166","HOPX"
"7167","HORMAD1"
"7168","HORMAD2"
"7169","HOXA1"
"7170","HOXA10"
"7171","HOXA11"
"7172","HOXA13"
"7173","HOXA2"
"7174","HOXA3"
"7175","HOXA4"
"7176","HOXA5"
"7177","HOXA6"
"7178","HOXA7"
"7179","HOXA9"
"7180","HOXB1"
"7181","HOXB13"
"7182","HOXB2"
"7183","HOXB3"
"7184","HOXB4"
"7185","HOXB5"
"7186","HOXB6"
"7187","HOXB7"
"7188","HOXB8"
"7189","HOXB9"
"7190","HOXC10"
"7191","HOXC11"
"7192","HOXC12"
"7193","HOXC13"
"7194","HOXC4"
"7195","HOXC5"
"7196","HOXC6"
"7197","HOXD1"
"7198","HOXD10"
"7199","HOXD11"
"7200","HOXD12"
"7201","HOXD13"
"7202","HOXD3"
"7203","HOXD4"
"7204","HOXD8"
"7205","HOXD9"
"7206","HP"
"7207","HP1BP3"
"7208","HPCA"
"7209","HPCAL1"
"7210","HPCAL4"
"7211","HPD"
"7212","HPDL"
"7213","HPF1"
"7214","HPGD"
"7215","HPGDS"
"7216","HPN"
"7217","HPR"
"7218","HPRT1"
"7219","HPS1"
"7220","HPS3"
"7221","HPS4"
"7222","HPS5"
"7223","HPS6"
"7224","HPSE"
"7225","HPSE2"
"7226","HPX"
"7227","HR"
"7228","HRAS"
"7229","HRC"
"7230","HRCT1"
"7231","HRG"
"7232","HRH1"
"7233","HRH2"
"7234","HRH3"
"7235","HRH4"
"7236","HRK"
"7237","HRNR"
"7238","HS1BP3"
"7239","HS2ST1"
"7240","HS3ST1"
"7241","HS3ST2"
"7242","HS3ST3A1"
"7243","HS3ST3B1"
"7244","HS3ST4"
"7245","HS3ST5"
"7246","HS3ST6"
"7247","HS6ST1"
"7248","HS6ST2"
"7249","HS6ST3"
"7250","HSBP1"
"7251","HSBP1L1"
"7252","HSCB"
"7253","HSD11B1"
"7254","HSD11B1L"
"7255","HSD11B2"
"7256","HSD17B1"
"7257","HSD17B10"
"7258","HSD17B11"
"7259","HSD17B12"
"7260","HSD17B13"
"7261","HSD17B14"
"7262","HSD17B2"
"7263","HSD17B3"
"7264","HSD17B4"
"7265","HSD17B6"
"7266","HSD17B7"
"7267","HSD17B8"
"7268","HSD3B1"
"7269","HSD3B2"
"7270","HSD3B7"
"7271","HSDL1"
"7272","HSDL2"
"7273","HSF1"
"7274","HSF2"
"7275","HSF2BP"
"7276","HSF4"
"7277","HSF5"
"7278","HSFX1"
"7279","HSFX2"
"7280","HSFX3"
"7281","HSFX4"
"7282","HSFY1"
"7283","HSFY2"
"7284","HSH2D"
"7285","HSP90AA1"
"7286","HSP90AB1"
"7287","HSP90B1"
"7288","HSPA12A"
"7289","HSPA12B"
"7290","HSPA13"
"7291","HSPA14"
"7292","HSPA1A"
"7293","HSPA1B"
"7294","HSPA1L"
"7295","HSPA2"
"7296","HSPA4"
"7297","HSPA4L"
"7298","HSPA5"
"7299","HSPA6"
"7300","HSPA8"
"7301","HSPA9"
"7302","HSPB1"
"7303","HSPB11"
"7304","HSPB2"
"7305","HSPB3"
"7306","HSPB6"
"7307","HSPB7"
"7308","HSPB8"
"7309","HSPB9"
"7310","HSPBAP1"
"7311","HSPBP1"
"7312","HSPD1"
"7313","HSPE1"
"7314","HSPE1-MOB4"
"7315","HSPG2"
"7316","HSPH1"
"7317","HTATIP2"
"7318","HTATSF1"
"7319","HTD2"
"7320","HTN1"
"7321","HTN3"
"7322","HTR1A"
"7323","HTR1B"
"7324","HTR1D"
"7325","HTR1E"
"7326","HTR1F"
"7327","HTR2A"
"7328","HTR2B"
"7329","HTR2C"
"7330","HTR3A"
"7331","HTR3B"
"7332","HTR3C"
"7333","HTR3D"
"7334","HTR3E"
"7335","HTR4"
"7336","HTR5A"
"7337","HTR6"
"7338","HTR7"
"7339","HTRA1"
"7340","HTRA2"
"7341","HTRA3"
"7342","HTRA4"
"7343","HTT"
"7344","HUNK"
"7345","HUS1"
"7346","HUS1B"
"7347","HUWE1"
"7348","HVCN1"
"7349","HYAL1"
"7350","HYAL2"
"7351","HYAL3"
"7352","HYAL4"
"7353","HYDIN"
"7354","HYI"
"7355","HYKK"
"7356","HYLS1"
"7357","HYOU1"
"7358","HYPK"
"7359","HYPM"
"7360","IAH1"
"7361","IAPP"
"7362","IARS"
"7363","IARS2"
"7364","IBA57"
"7365","IBSP"
"7366","IBTK"
"7367","ICA1"
"7368","ICA1L"
"7369","ICAM1"
"7370","ICAM2"
"7371","ICAM3"
"7372","ICAM4"
"7373","ICAM5"
"7374","ICE1"
"7375","ICE2"
"7376","ICK"
"7377","ICMT"
"7378","ICOS"
"7379","ICOSLG"
"7380","ID1"
"7381","ID2"
"7382","ID3"
"7383","ID4"
"7384","IDE"
"7385","IDH1"
"7386","IDH2"
"7387","IDH3A"
"7388","IDH3B"
"7389","IDH3G"
"7390","IDI1"
"7391","IDI2"
"7392","IDNK"
"7393","IDO1"
"7394","IDO2"
"7395","IDS"
"7396","IDUA"
"7397","IER2"
"7398","IER3"
"7399","IER3IP1"
"7400","IER5"
"7401","IER5L"
"7402","IFFO1"
"7403","IFFO2"
"7404","IFI16"
"7405","IFI27"
"7406","IFI27L1"
"7407","IFI27L2"
"7408","IFI30"
"7409","IFI35"
"7410","IFI44"
"7411","IFI44L"
"7412","IFI6"
"7413","IFIH1"
"7414","IFIT1"
"7415","IFIT1B"
"7416","IFIT2"
"7417","IFIT3"
"7418","IFIT5"
"7419","IFITM1"
"7420","IFITM10"
"7421","IFITM2"
"7422","IFITM3"
"7423","IFITM5"
"7424","IFNA1"
"7425","IFNA10"
"7426","IFNA13"
"7427","IFNA14"
"7428","IFNA16"
"7429","IFNA17"
"7430","IFNA2"
"7431","IFNA21"
"7432","IFNA4"
"7433","IFNA5"
"7434","IFNA6"
"7435","IFNA7"
"7436","IFNA8"
"7437","IFNAR1"
"7438","IFNAR2"
"7439","IFNB1"
"7440","IFNE"
"7441","IFNG"
"7442","IFNGR1"
"7443","IFNGR2"
"7444","IFNK"
"7445","IFNL1"
"7446","IFNL2"
"7447","IFNL3"
"7448","IFNL4"
"7449","IFNLR1"
